time,temperature,relative_humidity,dew_point,surface_pressure,precipitation,wind_speed,wind_direction,solar_radiation,cloud_cover,pblh,ventilation_index,is_inversion_risk,pm25,pm10,no2,so2,co,o3,voc,aqi,cml_rsl_dbm,cml_specific_attenuation,aod,solar_attenuation_watts,temp_depression_c,pblh_suppression_m,visibility_km
2023-10-01 10:00:00,30.2,65,23.0,985.6,0.0,5.8,353,476.0,64,1728.3932527769482,10024.680866106299,0,41.4535242829959,90.79988879665315,72.17575903550076,15.036330555405717,1.2684232641081574,74.77302880014143,136.60781179695653,91,-42.297425014049054,0.07081547953548945,0.397515752206895,13.812314291094234,0.16162894932037233,46.635214818370386,10.6175944314285
2023-10-01 11:00:00,31.6,59,22.8,985.2,0.0,5.3,332,576.0,87,1946.1672139274106,10314.686233815275,0,38.37160831661371,53.32176277407605,55.783282778949705,15.278245485633933,0.816923125656184,97.36557739650507,100.69478192616027,97,-42.09084558565532,0.021629901346505567,0.2862335928599957,15.471432473258648,0.16895172628238284,43.168059356190426,12.013260627808044
2023-10-01 12:00:00,32.8,50,21.0,984.1,0.0,8.9,310,614.0,69,2137.2492430938596,19021.518263535352,0,27.604440578805534,56.79356538481275,45.83727044189265,15.483997042850763,0.6028614890855752,108.36102414581377,83.57775392666319,113,-42.18381292943405,0.043764983198582644,0.22545754461455503,11.864388560770617,0.12683025850575674,31.054995651156226,17.24430749458667
2023-10-01 13:00:00,33.9,37,17.4,982.9,0.0,12.7,317,600.0,14,2400.0,30480.0,0,12.0,63.836574634589404,40.82974776300887,18.79277667970818,0.6301455166776317,113.3449497685379,78.85552591946801,120,-42.042,0.01,0.10644778197272464,5.04,0.054288,13.5,35.0
2023-10-01 14:00:00,34.0,35,16.2,982.0,0.0,14.8,326,507.0,20,2400.0,35520.0,0,12.0,53.213570180026196,33.07156711724154,19.707661502219047,0.43517043632110686,98.42170950726366,57.5987778210584,98,-42.042,0.01,0.1,4.2588,0.04866336,13.5,35.0
2023-10-01 15:00:00,33.3,38,17.0,981.1,0.0,15.3,326,368.0,0,2297.36302808959,35149.654329770725,0,27.592260358940575,65.58924922391738,43.96096605627579,18.343360341483006,0.5781289051916588,90.25470327963383,88.4442769620506,90,-42.042,0.01,0.24930764193264307,7.1077662684630925,0.09256430767134513,31.041292903808145,18.264075393288483
2023-10-01 16:00:00,32.1,43,18.1,980.8,0.0,14.6,327,228.0,0,1988.2267771147683,29028.11094587562,0,29.740968334140245,49.300209793962075,54.47871897647057,17.348777698880884,0.7359359797848244,77.33963464854129,87.24286631980733,78,-42.10096089701239,0.024038308812474915,0.30686324022188266,4.746658546128783,0.07878739403333761,33.45858937590778,16.74039137505653
2023-10-01 17:00:00,29.6,51,18.3,981.6,0.0,8.0,333,73.0,0,1203.3744308935131,9626.995447148105,0,12.0,25.0,65.47037281724654,13.270164417577686,0.689996625799578,20.719473225700554,124.99263440346101,82,-42.06808536837349,0.016210801993687886,0.13565408082034838,0.6132,0.11800000000000001,13.5,34.5135527363645
2023-10-01 18:00:00,27.2,58,18.1,981.9,0.0,9.1,326,3.0,0,919.1429476767659,8364.20082385857,0,55.72628975069026,102.4085120377989,64.79713523710673,17.127778939906225,1.0989212841665368,5.430496115756639,149.29119141038163,103,-42.199050893351426,0.047393069845577646,0.4669896029422491,0.11702520847644957,0.18358943462603539,8.916206360110442,8.54345224005231
2023-10-01 19:00:00,27.0,55,17.3,982.3,0.0,9.7,309,0.0,0,917.7150942439818,8901.836414166622,0,39.57676413765709,94.49395482898805,81.1671015354662,11.039788003986864,0.9236124493937434,10.023627096570767,114.28649691129495,102,-42.175498386590974,0.041785330140707566,0.317817542267673,0.0,0.15936514620648562,6.332282262025134,12.035117299709832
2023-10-01 20:00:00,26.7,44,13.4,982.8,0.0,12.0,321,0.0,0,1144.4951743240078,13733.942091888093,0,27.14806364709484,51.00061621208684,82.15669443175393,21.613717562820728,0.9368939020673388,7.63003446313176,139.6957988740044,103,-42.11306095977907,0.026919276137873132,0.3039447781198085,0.0,0.14072209547064227,4.343690183535174,18.06976915615154
2023-10-01 21:00:00,25.9,39,10.9,983.4,0.0,11.2,327,0.0,0,1090.713940620338,12215.996134947785,0,22.21872062400927,25.0,64.3671914274512,20.51304861644097,0.7437794218972031,6.054511103379245,101.83035500139869,81,-42.042,0.01,0.11898176640920502,0.0,0.1333280809360139,3.554995299841483,21.97893153942506
2023-10-01 22:00:00,25.0,40,10.5,983.5,0.0,10.7,327,0.0,0,1079.895699120272,11554.883980586908,0,18.710901457057005,43.00524044752684,41.386931336482675,21.227710045838997,0.4769452300406122,6.735059816869449,82.11087946435357,53,-42.09834941161727,0.02341652657554104,0.2068678404436424,0.0,0.1280663521855855,2.993744233129121,25.336033641036313
2023-10-01 23:00:00,24.3,42,10.6,983.2,0.0,11.1,331,0.0,2,1100.2923619653022,12213.245217814854,0,17.407114654593723,62.41971745308926,42.577103090710494,12.765127957127646,0.8350236183604012,10.539734058781368,80.06010674755312,63,-42.17454482437236,0.04155829151722883,0.21447838137924638,0.0,0.12611067198189058,2.785138344734996,26.69778236360507
2023-10-02 00:00:00,23.5,45,10.9,983.2,0.0,9.6,340,0.0,0,961.4298844123805,9229.726890358852,0,16.271063749445716,25.0,37.09644142830183,20.828862881250853,0.43426495367686324,18.175370419236003,63.10655689911712,46,-42.042,0.01,0.2811083343503914,0.0,0.12440659562416859,2.6033701999113146,27.863353279900636
2023-10-02 01:00:00,22.9,48,11.3,983.2,0.0,9.4,4,0.0,0,967.8016794316949,9097.335786657932,0,36.07957057338782,75.91277703360755,43.2851538036629,19.892912926677955,0.7301866809165947,26.4031752691554,52.982084089228806,76,-42.107432676971534,0.025579208802746164,0.37190844438948034,0.0,0.15411935586008174,5.772731291742051,13.70453587388957
2023-10-02 02:00:00,22.8,49,11.4,982.7,0.0,9.5,9,0.0,0,945.3983468208912,8981.284294798466,0,12.0,32.56723865109505,42.38138896749564,20.14421874532958,0.5463359790492093,18.960421748429702,74.63274524937297,54,-42.11594427174655,0.027605778987273615,0.1,0.0,0.11800000000000001,1.92,34.87357642129748
2023-10-02 03:00:00,21.8,53,11.8,982.4,0.0,8.3,5,0.0,0,871.8669189673215,7236.495427428768,0,27.941389936615735,47.392975626830534,35.70803902585591,16.664426248167942,0.580274168340677,12.509319593620027,52.66411438554978,47,-42.042,0.01,0.27527692754856364,0.0,0.1419120849049236,4.470622389858518,16.74242330746528
2023-10-02 04:00:00,20.9,58,12.4,982.4,0.0,8.0,10,0.0,1,853.1128915978411,6824.903132782729,0,19.830101695971603,62.92020021029712,41.74515033989429,18.862256603764,0.5222604789411193,5.0,52.912967026697615,64,-42.08367137862034,0.019921756814366594,0.18320073723654628,0.0,0.1297451525439574,3.1728162713554564,21.84928613076696
2023-10-02 05:00:00,21.1,71,15.7,983.2,0.0,7.6,5,0.0,1,815.5824190154366,6198.426384517318,0,13.11881377594226,91.693238802856,43.359964277203865,18.01608216223798,0.732805190536367,5.0,63.24576756566236,92,-42.042,0.01,0.16251948471060368,0.0,0.1196782206639134,2.0990102041507614,27.785634123511485
2023-10-02 06:00:00,21.1,74,16.2,983.5,0.0,6.8,3,0.0,0,808.577416057132,5498.326429188498,0,42.35519870062497,54.185639760782166,41.555875254340144,22.160826431696073,0.6316166080530107,18.424040122896645,72.87970914768056,71,-42.28138581465243,0.06699662253629352,0.399212317907512,0.0,0.16353279805093746,6.776831792099994,9.498130596057619
2023-10-02 07:00:00,22.9,71,17.3,984.4,0.0,9.9,314,38.0,0,1273.990430583047,12612.505262772167,0,24.728757305265184,25.0,58.744981183524416,18.48204582328236,0.7441149188464262,5.0,115.16761401214382,74,-42.12588530759886,0.029972692285442096,0.16021659062579902,0.657784944320054,0.1370931359578978,27.819851968423333,16.081133419119002
2023-10-02 08:00:00,25.4,66,18.6,985.2,0.0,8.7,315,177.0,0,1516.757501321425,13195.790261496397,0,42.35723571915763,84.71030254830174,68.8025485266698,20.489515245965276,1.014129814722203,25.67250414886426,146.65497819364435,86,-42.26540140613084,0.06319081098353323,0.4247574191550995,5.248061505603631,0.10132189641908258,47.65189018405233,10.308951933607949
2023-10-02 09:00:00,28.0,59,19.2,986.1,0.0,8.9,320,346.0,0,1780.4288368842667,15845.816648269974,0,47.45880503485444,106.13644108221195,97.87870688618467,24.27789469818957,0.9149742381805085,55.72212975756051,133.87198162918546,119,-42.15914055760801,0.03789060895428904,0.4066949300392407,11.494522579441744,0.15394877012426222,53.391155664211254,9.857926783024848
2023-10-02 10:00:00,30.2,53,19.5,986.4,0.0,9.2,334,494.0,0,1988.8766307815165,18297.66500318995,0,29.483013768468986,35.63651229444804,78.41329964939796,16.9894011697172,1.0909036016555538,64.7998912900914,130.85465769483454,98,-42.142680361189754,0.03397151456898845,0.31418212943948615,10.195226161136574,0.11763014901288682,33.16839048952761,15.956254628574374
2023-10-02 11:00:00,32.1,40,17.0,985.9,0.0,12.1,337,595.0,0,2364.458795181917,28609.951421701197,0,33.13265615376877,32.916430046918066,65.93724887628474,14.402441220408535,0.8992831202350015,101.05151710982491,114.75837277534549,103,-42.10621098487838,0.025288329732948422,0.25849287385441205,13.79975128804469,0.14905719350457491,37.27423817298987,15.392760329267935
2023-10-02 12:00:00,33.0,35,15.3,985.2,0.0,14.5,330,640.0,0,2400.0,34800.0,0,22.39288558887852,48.677860083797555,50.65672633520435,14.211447680316965,0.663777189643131,96.87714870512607,85.46028783440045,97,-42.11272270116505,0.026838738372629695,0.18229690462279902,10.032012743817578,0.10581982013880434,25.191996287488333,22.127401000788435
2023-10-02 13:00:00,33.3,32,14.5,984.0,0.0,15.9,327,616.0,0,2400.0,38160.0,0,45.07411911881941,106.19324722514921,41.263962076985266,17.95041637303429,0.671451517818185,124.47168692118998,83.81360311985888,137,-42.1209762731643,0.028803874562929817,0.4096612943893702,19.435960164034928,0.20755009185928058,50.708384008671835,11.942040768517868
2023-10-02 14:00:00,33.2,31,14.0,983.1,0.0,17.4,322,533.0,0,2400.0,41760.0,0,12.0,54.06390811976534,38.65122278076062,18.20227559869462,0.7153344666042885,111.8411866754162,57.567831276858605,118,-42.12412498911925,0.029553568837917703,0.1,4.4772,0.050235840000000004,13.5,35.0
2023-10-02 15:00:00,32.5,33,14.3,982.6,0.0,17.4,322,398.0,0,2400.0,41760.0,0,19.99672681011776,41.41748406350095,40.47115834310624,18.863700594111805,0.6663169554504009,83.3802245627351,80.95914038316955,84,-42.042,0.01,0.1,5.571088089298809,0.07010692445812806,22.49631766138248,24.503636978922117
2023-10-02 16:00:00,31.2,34,13.7,982.7,0.0,14.0,318,231.0,0,1874.7537677867256,26246.552749014158,0,37.84346333590441,51.33384995458887,54.752029574353344,12.340488556510188,0.6006309052978213,71.24430606602384,98.99382693169623,72,-42.071877656363874,0.017113727705683993,0.3339715816403736,6.119288021415743,0.10082406875804997,42.57389625289246,13.939039802484638
2023-10-02 17:00:00,29.5,37,13.3,983.5,0.0,12.3,322,74.0,0,1469.5142722707008,18075.02554892962,0,27.390404451579297,39.59802007207882,65.18724605781982,15.542196723582762,0.9019367935955129,29.75253346209087,130.26116366598575,82,-42.06753945241686,0.016080822004014603,0.1345920897602025,1.4188229505918077,0.14108560667736894,30.81420500802671,18.44797724344726
2023-10-02 18:00:00,28.2,33,10.5,984.2,0.0,14.7,324,3.0,0,1316.1849187194364,19347.918305175714,0,37.529361310078116,64.9672547861555,74.5523105277768,20.948528074122255,1.0027905743381942,5.0,167.7193521982232,93,-42.10514588800034,0.025034735238174923,0.41181729606100687,0.07881165875116404,0.15629404196511718,6.004697809612498,14.086771520058928
2023-10-02 19:00:00,27.6,29,8.1,984.7,0.0,15.3,336,0.0,0,1386.8696677731848,21219.10591692973,0,32.28209671607317,83.96621503723723,86.78558609541224,22.583410413335216,0.9047775779828416,5.0,141.9192589157994,108,-42.14935679607086,0.03556114192163387,0.3389462476866441,0.0,0.14842314507410975,5.1651354745717075,16.30331086117163
2023-10-02 20:00:00,26.6,30,7.5,985.1,0.0,13.7,342,0.0,0,1248.5498577910662,17105.133051737605,0,35.15077153138999,55.40318922867221,83.98310076373664,15.806650594453911,1.3054613577329615,6.831664876016685,123.5292018106755,105,-42.06583898037591,0.015675947708550127,0.3071528645669433,0.0,0.152726157297085,5.6241234450223985,15.066495042429112
2023-10-02 21:00:00,25.2,31,7.0,985.4,0.0,10.7,348,0.0,0,1011.0475234211997,10818.208500606836,0,41.88758787771971,44.85285671774041,49.66435341580114,20.873733080419406,0.8309804331395133,18.159430019411275,108.72858492918759,70,-42.06591266808758,0.01569349240180371,0.3324094802266966,0.0,0.16283138181657958,6.702014060435154,12.810248343146808
2023-10-02 22:00:00,24.1,32,6.5,985.2,0.0,9.7,345,0.0,0,905.1002778766156,8779.47269540317,0,52.815823426257424,82.1239541818116,40.80992458706609,20.76552915696751,0.9446969047356426,12.682771116589507,96.41776433898522,88,-42.27959890868057,0.06657116873346954,0.48653437542109074,0.0,0.17922373513938614,8.450531748201188,10.306882686018229
2023-10-02 23:00:00,24.0,31,5.7,984.8,0.0,10.5,344,0.0,0,1013.5437004166881,10642.208854375225,0,30.684753577780914,70.68327208569823,35.50970344159046,14.428704002595037,0.7700136976283074,8.546327565473796,91.96286301872512,71,-42.042,0.01,0.28744197875335725,0.0,0.14602713036667136,4.909560572444946,16.97970170668428
2023-10-03 00:00:00,23.1,33,5.9,984.2,0.0,9.7,338,0.0,0,1006.3034704078697,9761.143662956336,0,12.545230104281874,25.0,35.920056975673,16.445448224485787,0.37521284650610887,5.0,74.51504039492912,45,-42.0555004827172,0.013214400646952737,0.10920990021853162,0.0,0.11881784515642281,2.0072368166851,35.0
2023-10-03 01:00:00,21.6,39,7.0,983.9,0.0,8.8,325,0.0,0,887.282363194644,7808.0847961128675,0,39.07560759750223,71.31400770297297,28.02523531868495,15.816409593643973,0.5788161002568432,12.405839531954452,45.04816874700299,72,-42.04284302383417,0.010200719960517652,0.3386080989378973,0.0,0.15861341139625335,6.252097215600356,13.303499389418342
2023-10-03 02:00:00,20.7,44,7.9,983.7,0.0,8.7,322,0.0,0,981.7770932296506,8541.46071109796,0,26.4219612367237,25.0,27.16925912239017,15.726127168706643,0.6264647462295613,14.777883302659818,71.47446517852065,44,-42.13387180072988,0.031874238269018244,0.17308789839379152,0.0,0.13963294185508557,4.227513797875792,18.50761252203397
2023-10-03 03:00:00,20.2,46,8.2,983.5,0.0,9.8,332,0.0,0,1025.1392501131597,10046.364651108966,0,35.498385697437726,78.21549765894393,32.214799251958006,18.704500489412997,0.48644515128577615,18.76745302824082,67.06677699536121,79,-42.141784374028525,0.033758184292506474,0.35445443794734016,0.0,0.1532475785461566,5.679741711590037,14.061888312747623
2023-10-03 04:00:00,18.5,56,9.6,983.6,0.0,10.1,333,0.0,0,1008.5107560165096,10185.958635766747,0,21.20129362826683,41.21945323465896,35.53342652171681,13.098739299937659,0.6019572244037157,5.0,77.62203713954787,44,-42.099180026240774,0.023614291962088543,0.22002962741383575,0.0,0.13180194044240023,3.392206980522692,20.918693171101417
2023-10-03 05:00:00,18.2,66,11.7,984.4,0.0,9.2,318,0.0,0,990.1757619781521,9109.617010199,0,25.86089381004883,61.691171205638646,38.09028155947131,16.05828125469702,0.6048612950997674,9.432115743151936,49.148055529917514,62,-42.155821093468205,0.03710026034957296,0.11369127236865094,0.0,0.13879134071507326,4.137743009607813,16.203945529963274
2023-10-03 06:00:00,19.0,64,12.1,985.2,0.0,6.5,289,0.0,0,784.734723302951,5100.7757014691815,0,48.7419517507506,110.43040404936694,53.47526771143861,20.208217349219186,0.6379826063513171,5.0,93.53330272669376,108,-42.144411598776,0.03438371399428646,0.5239271099647814,0.0,0.1731129276261259,7.798712280120096,9.207395467029558
2023-10-03 07:00:00,21.6,59,13.3,986.0,0.0,10.9,297,38.0,0,1365.6992687348481,14886.122029209846,0,30.958971431528635,82.09867010962208,55.81323642415012,13.962117239825416,0.8975612761576479,5.0,133.1435389121661,82,-42.06975434822854,0.016608178149652215,0.27239788835867207,0.8235086400786618,0.14643845714729295,34.82884286046971,14.620887825713558
2023-10-03 08:00:00,24.8,56,15.3,986.5,0.0,10.7,290,177.0,0,1633.0137209187958,17473.246813831112,0,48.5162440177004,107.75126080835362,78.92274667477015,18.47067002855368,1.0237022352108636,17.40771784803784,165.030498772205,106,-42.11990167057488,0.028548016803543026,0.4614492854450678,6.011162633793081,0.1160547369898608,54.58077451991295,9.885351334536898
2023-10-03 09:00:00,27.7,48,15.7,987.3,0.0,11.4,294,349.0,0,1980.0640308905315,22572.72995215206,0,43.555058640398975,67.63200375848996,90.35582362078466,17.97992801989484,1.4689683938662472,47.876060407128115,139.44276601537086,111,-42.17214118720436,0.040985996953419805,0.45813697415589516,10.64050082584947,0.14194419390671464,48.999440970448845,11.52563362938557
2023-10-03 10:00:00,29.8,41,15.3,987.2,0.0,11.9,299,499.0,0,2266.4043746072407,26970.212057826164,0,22.419060729731004,33.774676598536026,80.05527206899846,20.068629023653372,1.0479401344659138,75.84411177778641,106.21412682059342,101,-42.07596216120736,0.018086228858895367,0.145007316080178,7.83097791289504,0.0900116320674408,25.22144332094738,21.64107846269183
2023-10-03 11:00:00,31.4,38,15.6,986.7,0.0,13.9,301,599.0,0,2400.0,33360.0,0,48.591764430349656,79.10846362069312,55.89442701543369,16.602652302121747,0.6495389039740141,72.22717337759556,101.21211284560943,81,-42.140081584026994,0.033352758101665034,0.48604287131267626,20.37452682564561,0.21958423979017289,54.66573498414336,10.921956150082345
2023-10-03 12:00:00,32.6,32,13.7,985.4,0.0,17.4,310,641.0,0,2400.0,41760.0,0,31.61262140888403,38.21223200243466,34.103923029321294,14.091786035333142,0.8679102685010556,107.87948936186835,90.92662856023962,112,-42.042,0.01,0.35336597993769026,14.184583226166264,0.14954793134172314,35.56419908499454,16.491349498123075
2023-10-03 13:00:00,33.1,27,11.7,984.1,0.0,19.6,314,622.0,0,2400.0,47040.0,0,20.910605232671898,31.170601903610958,24.505491024727334,13.577739544376396,0.4893414519000804,133.133023946756,80.65603294669764,149,-42.042,0.01,0.20236700652686015,9.104477518305345,0.09691814598080634,23.524430886755884,23.91282434785479
2023-10-03 14:00:00,33.0,27,11.3,983.2,0.0,20.1,317,538.0,0,2400.0,48240.0,0,27.04934140744253,34.60422944029064,34.262785589806434,15.675649343248324,0.396483798961488,104.88388576430194,44.54731119107305,108,-42.064376558844565,0.015327752105848672,0.29852472350399706,10.186781974042855,0.11391884232427235,30.430509083372844,19.150054930803684
2023-10-03 15:00:00,32.4,31,13.2,982.6,0.0,18.7,320,401.0,0,2400.0,44880.0,0,22.697106011426936,25.0,43.70474898455313,13.778261049904778,0.7161981073078754,86.58053006943119,83.17069518941506,87,-42.042,0.01,0.21287051720031644,6.3710776574075405,0.07991741815047469,25.534244262855303,22.110902703626213
2023-10-03 16:00:00,31.2,37,14.6,982.6,0.0,14.1,322,230.0,0,1851.3660730275437,26104.261629688364,0,31.628546325430673,73.59646615905346,56.26354248759305,14.446004599964592,0.6410065892299966,52.848967653910215,81.92211829002181,74,-42.14048076263283,0.03344780062686481,0.29742089523784027,5.092195958394339,0.08410663038858525,35.58211461610951,16.232427378338016
2023-10-03 17:00:00,28.9,40,13.8,983.2,0.0,10.9,314,70.0,0,1296.8105092987475,14135.234551356349,0,47.142587391726096,60.63850490610052,72.41926721995308,13.744360379794117,1.2382827777968382,22.035040661957268,137.50263987961782,91,-42.21062516292266,0.05014884831491985,0.42731235211429697,2.3099867821945788,0.17071388108758917,53.03541081569186,11.144088395619264
2023-10-03 18:00:00,27.6,37,11.8,983.7,0.0,12.8,310,3.0,0,1186.6251839354713,15188.802354374035,0,63.43075258013163,132.18393588158037,75.05103747151529,15.891241966234336,1.0695777394705628,5.0,118.36350853709163,122,-42.17574624207712,0.04184434335169484,0.5357110414462404,0.1332045804182764,0.19514612887019744,10.148920412821061,8.538052378298843
2023-10-03 19:00:00,27.2,34,10.1,984.2,0.0,14.8,311,0.0,0,1289.8627927585178,19089.969332826066,0,36.991272533530754,62.350548188763774,82.56197378952051,20.722553163358274,1.2756263605090896,9.813687091785278,150.12450886247245,104,-42.18724256011648,0.04458156193249496,0.34226292712013806,0.0,0.15548690880029614,5.91860360536492,14.230957847822047
2023-10-03 20:00:00,26.4,35,9.9,984.8,0.0,13.0,316,0.0,0,1206.5992141075358,15685.789783397966,0,20.1569598588567,25.0,78.44827942843504,12.853211143775685,1.093439129880287,14.26347431380489,124.6429673286382,98,-42.05281280872543,0.012574478267958333,0.174568175315165,0.0,0.13023543978828506,3.225113577417072,24.202269826677128
2023-10-03 21:00:00,25.1,41,10.7,985.5,0.0,11.7,317,0.0,0,1063.6718678669024,12444.960854042758,0,23.77844696485973,78.13826397541959,68.62469946289694,18.182586945135444,1.0023714330208624,17.085756541834172,90.24942343963032,86,-42.042,0.01,0.19584823717355715,0.0,0.1356676704472896,3.8045515143775566,20.566490252192985
2023-10-03 22:00:00,24.0,46,11.6,985.6,0.0,10.4,314,0.0,0,1003.1240443740849,10432.490061490484,0,27.66499890971934,63.192980990493254,45.48408020076963,21.94102034156462,0.6986925092868728,11.618905538133362,81.711067791674,64,-42.042,0.01,0.23822332120776046,0.0,0.141497498364579,4.4263998255550945,17.59580690182029
2023-10-03 23:00:00,23.0,51,12.4,985.6,0.0,9.4,320,0.0,0,941.2173583402907,8847.443168398733,0,28.176431109014313,56.73694928568765,38.10491855443246,12.245056036312548,0.6155501790512042,16.2422847695586,62.7159684854636,58,-42.101893982365176,0.0242604719917094,0.30178193928591457,0.0,0.14226464666352145,4.50822897744229,16.830047720031807
2023-10-04 00:00:00,21.7,58,13.1,985.3,0.0,7.7,323,0.0,0,858.7551778944071,6612.414869786935,0,20.756227206391266,25.0,29.575050760246633,18.029818410690048,0.5934956692604916,28.58905252034355,43.232765223698365,37,-42.16556532389591,0.039420315213312344,0.17740495397713335,0.0,0.1311343408095869,3.3209963530226028,21.005255542105697
2023-10-04 01:00:00,20.7,64,13.7,984.7,0.0,8.3,326,0.0,0,853.8400353270316,7086.872293214363,0,23.674223711861753,40.35024826716474,27.357350977116816,20.662273433047467,0.4719798193172039,27.285354252260376,53.26338996207099,40,-42.06162379316672,0.014672331706360807,0.24391251799703323,0.0,0.13551133556779263,3.787875793897881,17.844939286315633
2023-10-04 02:00:00,20.0,69,14.1,984.1,0.0,8.4,329,0.0,0,882.9493484093914,7416.774526638888,0,22.523719946129454,36.902404258845344,37.35754911340876,15.754430579669668,0.6732136128933477,19.945665770131992,100.14972256427944,47,-42.056192060286854,0.013379061973061145,0.2786027246460565,0.0,0.13378557991919418,3.6037951913807125,17.822382710475324
2023-10-04 03:00:00,19.5,72,14.3,983.8,0.0,7.4,331,0.0,0,822.826937622367,6088.919338405516,0,29.189883368248122,27.95888979553655,42.73781733137385,17.822548874184903,0.4258718595379385,8.87190281922804,60.659191375271625,54,-42.1968206321135,0.046862055265119384,0.39126167080252827,0.0,0.1437848250523722,4.670381338919699,13.699773405666258
2023-10-04 04:00:00,18.8,77,14.6,983.8,0.0,8.0,333,0.0,0,861.5146111957081,6892.116889565665,0,48.97596461718813,103.78129985676148,27.502814965261507,20.345246697395073,0.7965694862820201,26.02133214883184,56.00557976751314,103,-42.230111514158786,0.054788455752091236,0.4124056435990363,0.0,0.1734639469257822,7.8361543387501005,8.00526798419611
2023-10-04 05:00:00,18.8,82,15.6,984.5,0.0,8.4,350,0.0,0,888.2488988074806,7461.290749982837,0,28.79850629749474,60.203595752203256,48.6625084352126,14.021464501656588,0.43290111788842267,5.0,62.39228726969645,62,-42.23181418860019,0.05519385442861666,0.24100416407548728,0.0,0.1431977594462421,4.607761007599159,12.403257002425523
